word,word_clean,word_stem,lemma,wclass,word_synonym ,synonym
birthplace,birthplace,birthplac,birthplace,noun,"list(syn = c(""birthplace"", ""cradle"", ""place of birth"", ""place of origin"", ""provenance"", ""provenience""))",birthplace
biscuits,biscuits,biscuit,biscuit,noun,"list(syn = c(""biscuit"", ""cookie"", ""cooky""))",biscuit
bison,bison,bison,bison,noun,"list(syn = ""bison"")",bison
bit,bit,bit,bit,noun,"list(syn = c(""act"", ""bit"", ""bite"", ""chip"", ""flake"", ""fleck"", ""minute"", ""moment"", ""morsel"", ""number"", ""piece"", ""routine"", ""scrap"", ""second"", ""snatch"", ""spot"", ""turn""))",bite
bitch,bitch,bitch,bitch,noun,"list(syn = c(""beef"", ""bitch"", ""cunt"", ""gripe"", ""kick"", ""squawk""))",bitch
bite,bite,bite,bite,noun,"list(syn = c(""bit"", ""bite"", ""chomp"", ""collation"", ""insect bite"", ""morsel"", ""pungency"", ""raciness"", ""sharpness"", ""snack"", ""sting""))",bite
bites,bites,bite,bite,verb,"list(syn = c(""bite"", ""burn"", ""prick"", ""seize with teeth"", ""sting""))",bite
biting,biting,bite,biting,adjective,"list(syn = c(""barbed"", ""biting"", ""bitter"", ""mordacious"", ""nipping"", ""pungent""))",bitter
bits,bits,bit,bit,noun,"list(syn = c(""act"", ""bit"", ""bite"", ""chip"", ""flake"", ""fleck"", ""minute"", ""moment"", ""morsel"", ""number"", ""piece"", ""routine"", ""scrap"", ""second"", ""snatch"", ""spot"", ""turn""))",bite
bitter,bitter,bitter,bitter,adjective,"list(syn = c(""acerb"", ""acerbic"", ""acid"", ""acrid"", ""acrimonious"", ""biting"", ""bitter"", ""blistering"", ""caustic"", ""sulfurous"", ""sulphurous"", ""venomous"", ""virulent"", ""vitriolic""))",bitter
bitterns,bitterns,bittern,bittern,noun,"list(syn = ""bittern"")",bittern
bitterweed,bitterweed,bitterwe,bitterweed,noun,"list(syn = c(""ambrosia"", ""bitterweed"", ""bristly oxtongue"", ""bugloss"", ""oxtongue"", ""Picris echioides"", ""ragweed""))",bitterweed
black,black,black,black,adjective,"list(syn = c(""black"", ""black-market"", ""blackened"", ""bleak"", ""bootleg"", ""calamitous"", ""contraband"", ""dark"", ""dim"", ""disastrous"", ""disgraceful"", ""fatal"", ""fateful"", ""grim"", ""ignominious"", ""inglorious"", ""mordant"", ""opprobrious"", ""pitch-black"", ""pitch-dark"", ""shameful"", ""sinister"", ""smuggled"", ""smutty""))",bleak
blackberries,blackberries,blackberri,blackberry,noun,"list(syn = c(""blackberry"", ""blackberry bush""))",blackberry
blackberry,blackberry,blackberri,blackberry,noun,"list(syn = c(""blackberry"", ""blackberry bush""))",blackberry
blackbird,blackbird,blackbird,blackbird,noun,"list(syn = c(""blackbird"", ""European blackbird"", ""merl"", ""merle"", ""New World blackbird"", ""ousel"", ""ouzel"", ""Turdus merula""))",blackbird
blackbirds,blackbirds,blackbird,blackbird,noun,"list(syn = c(""blackbird"", ""European blackbird"", ""merl"", ""merle"", ""New World blackbird"", ""ousel"", ""ouzel"", ""Turdus merula""))",blackbird
blackened,blackened,blacken,blacken,verb,"list(syn = c(""black"", ""blacken"", ""char"", ""melanise"", ""melanize"", ""nigrify"", ""scorch"", ""sear""))",black
blacker,blacker,blacker,black,adjective,"list(syn = c(""black"", ""black-market"", ""blackened"", ""bleak"", ""bootleg"", ""calamitous"", ""contraband"", ""dark"", ""dim"", ""disastrous"", ""disgraceful"", ""fatal"", ""fateful"", ""grim"", ""ignominious"", ""inglorious"", ""mordant"", ""opprobrious"", ""pitch-black"", ""pitch-dark"", ""shameful"", ""sinister"", ""smuggled"", ""smutty""))",bleak
blackness,blackness,black,blackness,noun,"list(syn = c(""black"", ""blackness"", ""inkiness"", ""lightlessness"", ""pitch blackness"", ""total darkness""))",black
blackout,blackout,blackout,blackout,noun,"list(syn = c(""amnesia"", ""blackout"", ""brownout"", ""dimout"", ""memory loss""))",blackout
blacktop,blacktop,blacktop,blacktop,noun,"list(syn = c(""blacktop"", ""blacktopping""))",blacktop
blade,blade,blade,blade,noun,"list(syn = c(""blade"", ""brand"", ""leaf blade"", ""steel"", ""sword"", ""vane""))",blade
blades,blades,blade,blade,noun,"list(syn = c(""blade"", ""brand"", ""leaf blade"", ""steel"", ""sword"", ""vane""))",blade
blame,blame,blame,blame,verb,"list(syn = c(""blame"", ""charge"", ""fault"", ""find fault"", ""pick""))",blame
blank,blank,blank,blank,adjective,"list(syn = c(""blank"", ""clean"", ""vacuous"", ""white""))",blank
blanket,blanket,blanket,blanket,noun,"list(syn = c(""blanket"", ""cover"", ""mantle""))",blanket
blankets,blankets,blanket,blanket,noun,"list(syn = c(""blanket"", ""cover"", ""mantle""))",blanket
blankness,blankness,blank,NA,NA,list(syn = NA),NA
blanks,blanks,blank,blank,verb,"list(syn = ""blank"")",blank
blast,blast,blast,blast,noun,"list(syn = c(""attack"", ""bam"", ""bang"", ""blast"", ""blow"", ""clap"", ""eruption"", ""fire"", ""flack"", ""flak"", ""good time"", ""gust""))",blast
bleachers,bleachers,bleacher,bleacher,noun,"list(syn = ""bleacher"")",bleacher
bleed,bleed,bleed,bleed,verb,"list(syn = c(""bleed"", ""hemorrhage"", ""leech"", ""phlebotomise"", ""phlebotomize"", ""run"", ""shed blood""))",bleed
bleeding,bleeding,bleed,bleeding,noun,"list(syn = c(""bleeding"", ""haemorrhage"", ""hemorrhage""))",bleeding
bleeds,bleeds,bleed,bleed,verb,"list(syn = c(""bleed"", ""hemorrhage"", ""leech"", ""phlebotomise"", ""phlebotomize"", ""run"", ""shed blood""))",bleed
blending,blending,blend,blend,verb,"list(syn = c(""blend"", ""blend in"", ""coalesce"", ""combine"", ""commingle"", ""conflate"", ""flux"", ""fuse"", ""go"", ""immingle"", ""immix"", ""intermingle"", ""intermix"", ""meld"", ""merge"", ""mix""))",merge
blessed,blessed,bless,blessed,adjective,"list(syn = c(""beatified"", ""blame"", ""blamed"", ""blasted"", ""blessed"", ""Blessed"", ""blessed with(p)"", ""blest"", ""damn"", ""damned"", ""darned"", ""deuced"", ""endued with(p)"", ""goddam"", ""goddamn"", ""goddamned"", ""infernal""))",blame
blessings,blessings,bless,blessing,noun,"list(syn = c(""approval"", ""approving"", ""benediction"", ""blessing"", ""boon"", ""grace"", ""thanksgiving""))",blessing
blew,blew,blew,blow,verb,"list(syn = c(""ball up"", ""be adrift"", ""blow"", ""blow out"", ""bluster"", ""boast"", ""bobble"", ""bodge"", ""bollix"", ""bollix up"", ""bollocks"", ""bollocks up"", ""botch"", ""botch up"", ""brag"", ""bumble"", ""bungle"", ""burn out"", ""drift"", ""fellate"", ""float"", ""flub"", ""fluff"", ""foul up"", ""fuck up"", ""fumble"", ""gas"", ""gasconade"", ""go down on"", ""louse up"", ""mess up"", ""mishandle"", ""muck up"", ""muff"", ""screw up"", ""shoot a line"", ""shove along"", ""shove off"", ""spoil"", ""squander"", ""swash"", ""tout"", ""vaunt"", ""waste""))",drift
blind,blind,blind,blind,adjective,"list(syn = c(""blind"", ""unreasoning"", ""unsighted""))",blind
blinding,blinding,blind,blinding,noun,"list(syn = ""blinding"")",blinding
blinds,blinds,blind,blind,noun,"list(syn = c(""blind"", ""screen"", ""subterfuge""))",screen
blink,blink,blink,blink,noun,"list(syn = c(""blink"", ""blinking"", ""eye blink"", ""nictation"", ""nictitation"", ""wink"", ""winking""))",blink
blinks,blinks,blink,blink,verb,"list(syn = c(""blink"", ""blink away"", ""flash"", ""nictate"", ""nictitate"", ""twinkle"", ""wink"", ""winkle""))",blink
bliss,bliss,bliss,bliss,noun,"list(syn = c(""bliss"", ""blissfulness"", ""cloud nine"", ""seventh heaven"", ""walking on air""))",bliss
blizzard,blizzard,blizzard,blizzard,noun,"list(syn = c(""blizzard"", ""rash"", ""snowstorm""))",blizzard
block,block,block,block,noun,"list(syn = c(""auction block"", ""block"", ""blockage"", ""blocking"", ""city block"", ""closure"", ""cube"", ""cylinder block"", ""engine block"", ""mental block"", ""occlusion"", ""pulley"", ""pulley-block"", ""stop"", ""stoppage""))",closure
blocks,blocks,block,block,verb,"list(syn = c(""bar"", ""barricade"", ""blank out"", ""block"", ""block off"", ""block up"", ""blockade"", ""choke up"", ""close up"", ""deflect"", ""draw a blank"", ""embarrass"", ""forget"", ""freeze"", ""halt"", ""hinder"", ""immobilise"", ""immobilize"", ""impede"", ""jam"", ""kibosh"", ""lug"", ""obstruct"", ""obturate"", ""occlude"", ""parry"", ""stop"", ""stuff"", ""stymie"", ""stymy""))",jam
blond,blond,blond,blond,adjective,"list(syn = c(""blond"", ""blonde"", ""light-haired""))",blonde
blood,blood,blood,blood,noun,"list(syn = c(""ancestry"", ""blood"", ""blood line"", ""bloodline"", ""descent"", ""line"", ""line of descent"", ""lineage"", ""origin"", ""parentage"", ""pedigree"", ""profligate"", ""rake"", ""rakehell"", ""rip"", ""roue"", ""stemma"", ""stock""))",descent
bloom,bloom,bloom,bloom,noun,"list(syn = c(""bloom"", ""bloom of youth"", ""blooming"", ""blossom"", ""blush"", ""efflorescence"", ""flower"", ""flush"", ""heyday"", ""peak"", ""prime"", ""rosiness"", ""salad days""))",flush
bloomed,bloomed,bloom,bloom,verb,"list(syn = c(""bloom"", ""blossom"", ""flower""))",flower
blooming,blooming,bloom,bloom,verb,"list(syn = c(""bloom"", ""blossom"", ""flower""))",flower
blooms,blooms,bloom,bloom,noun,"list(syn = c(""bloom"", ""bloom of youth"", ""blooming"", ""blossom"", ""blush"", ""efflorescence"", ""flower"", ""flush"", ""heyday"", ""peak"", ""prime"", ""rosiness"", ""salad days""))",flush
blossom,blossom,blossom,blossom,verb,"list(syn = c(""bloom"", ""blossom"", ""blossom forth"", ""blossom out"", ""flower"", ""unfold""))",flower
blossoming,blossoming,blossom,blossom,verb,"list(syn = c(""bloom"", ""blossom"", ""blossom forth"", ""blossom out"", ""flower"", ""unfold""))",flower
blossoms,blossoms,blossom,blossom,noun,"list(syn = c(""bloom"", ""blossom"", ""efflorescence"", ""flower"", ""flush"", ""heyday"", ""peak"", ""prime""))",flush
blouse,blouse,blous,blouse,verb,"list(syn = ""blouse"")",blouse
blowing,blowing,blow,blow,verb,"list(syn = c(""ball up"", ""be adrift"", ""blow"", ""blow out"", ""bluster"", ""boast"", ""bobble"", ""bodge"", ""bollix"", ""bollix up"", ""bollocks"", ""bollocks up"", ""botch"", ""botch up"", ""brag"", ""bumble"", ""bungle"", ""burn out"", ""drift"", ""fellate"", ""float"", ""flub"", ""fluff"", ""foul up"", ""fuck up"", ""fumble"", ""gas"", ""gasconade"", ""go down on"", ""louse up"", ""mess up"", ""mishandle"", ""muck up"", ""muff"", ""screw up"", ""shoot a line"", ""shove along"", ""shove off"", ""spoil"", ""squander"", ""swash"", ""tout"", ""vaunt"", ""waste""))",drift
blown,blown,blown,blow,verb,"list(syn = c(""ball up"", ""be adrift"", ""blow"", ""blow out"", ""bluster"", ""boast"", ""bobble"", ""bodge"", ""bollix"", ""bollix up"", ""bollocks"", ""bollocks up"", ""botch"", ""botch up"", ""brag"", ""bumble"", ""bungle"", ""burn out"", ""drift"", ""fellate"", ""float"", ""flub"", ""fluff"", ""foul up"", ""fuck up"", ""fumble"", ""gas"", ""gasconade"", ""go down on"", ""louse up"", ""mess up"", ""mishandle"", ""muck up"", ""muff"", ""screw up"", ""shoot a line"", ""shove along"", ""shove off"", ""spoil"", ""squander"", ""swash"", ""tout"", ""vaunt"", ""waste""))",drift
blows,blows,blow,blow,noun,"list(syn = c(""black eye"", ""blast"", ""blow"", ""bump"", ""C"", ""coke"", ""gust"", ""nose candy"", ""puff"", ""reversal"", ""reverse"", ""setback"", ""shock"", ""snow""))",bump
blue,blue,blue,blue,adjective,"list(syn = c(""aristocratic"", ""aristocratical"", ""blasphemous"", ""blue"", ""blue-blooded"", ""blue(a)"", ""blueish"", ""bluish"", ""dark"", ""depressed"", ""depressing"", ""dingy"", ""disconsolate"", ""dismal"", ""dispirited"", ""dispiriting"", ""down in the mouth"", ""down(p)"", ""downcast"", ""downhearted"", ""drab"", ""drear"", ""dreary"", ""gamey"", ""gamy"", ""gentle"", ""gloomy"", ""grim"", ""juicy"", ""low"", ""low-spirited"", ""naughty"", ""patrician"", ""profane"", ""puritan"", ""puritanic"", ""puritanical"", ""racy"", ""risque"", ""sorry"", ""spicy""))",depressed
bluebell,bluebell,bluebel,bluebell,noun,"list(syn = c(""bluebell"", ""Campanula rotundifolia"", ""Eustoma grandiflorum"", ""harebell"", ""Hyacinthoides nonscripta"", ""prairie gentian"", ""Scilla nonscripta"", ""tulip gentian"", ""wild hyacinth"", ""wood hyacinth""))",bluebell
bluebells,bluebells,bluebel,bluebell,noun,"list(syn = c(""bluebell"", ""Campanula rotundifolia"", ""Eustoma grandiflorum"", ""harebell"", ""Hyacinthoides nonscripta"", ""prairie gentian"", ""Scilla nonscripta"", ""tulip gentian"", ""wild hyacinth"", ""wood hyacinth""))",bluebell
blueberries,blueberries,blueberri,blueberry,noun,"list(syn = c(""blueberry"", ""blueberry bush""))",blueberry
blueberrying,blueberrying,blueberri,NA,NA,list(syn = NA),NA
bluebird,bluebird,bluebird,bluebird,noun,"list(syn = c(""bluebird"", ""fairy bluebird""))",bluebird
bluebirds,bluebirds,bluebird,bluebird,noun,"list(syn = c(""bluebird"", ""fairy bluebird""))",bluebird
bluejay,bluejay,bluejay,NA,NA,list(syn = NA),NA
blues,blues,blue,blue,noun,"list(syn = c(""amobarbital sodium"", ""Amytal"", ""blue"", ""blue air"", ""blue angel"", ""blue devil"", ""blue sky"", ""blueing"", ""blueness"", ""bluing"", ""wild blue yonder""))",blue
blunt,blunt,blunt,blunt,verb,"list(syn = c(""benumb"", ""blunt"", ""deaden"", ""dull"", ""numb""))",dull
blunted,blunted,blunt,blunt,verb,"list(syn = c(""benumb"", ""blunt"", ""deaden"", ""dull"", ""numb""))",dull
blurs,blurs,blur,blur,noun,"list(syn = c(""blur"", ""fuzz""))",blur
blush,blush,blush,blush,verb,"list(syn = c(""blush"", ""crimson"", ""flush"", ""redden""))",flush
blushing,blushing,blush,blush,verb,"list(syn = c(""blush"", ""crimson"", ""flush"", ""redden""))",flush
boar,boar,boar,boar,noun,"list(syn = c(""boar"", ""Sus scrofa"", ""wild boar""))",boar
boards,boards,board,board,noun,"list(syn = c(""add-in"", ""board"", ""card"", ""circuit board"", ""circuit card"", ""control board"", ""control panel"", ""dining table"", ""display board"", ""display panel"", ""gameboard"", ""instrument panel"", ""panel"", ""plank"", ""plug-in"", ""table""))",board
boardwalk,boardwalk,boardwalk,boardwalk,noun,"list(syn = ""boardwalk"")",boardwalk
boat,boat,boat,boat,noun,"list(syn = c(""boat"", ""gravy boat"", ""gravy holder"", ""sauceboat""))",boat
boatman's,boatman,boatman,boatman,noun,"list(syn = c(""boater"", ""boatman"", ""waterman""))",boatman
boats,boats,boat,boat,noun,"list(syn = c(""boat"", ""gravy boat"", ""gravy holder"", ""sauceboat""))",boat
bobbing,bobbing,bob,bob,verb,"list(syn = c(""bob"", ""bobsled"", ""curtsy"", ""dock"", ""tail""))",dock
bobs,bobs,bob,bob,verb,"list(syn = c(""bob"", ""bobsled"", ""curtsy"", ""dock"", ""tail""))",dock
bobwhite,bobwhite,bobwhit,bobwhite,noun,"list(syn = c(""bobwhite"", ""bobwhite quail"", ""partridge""))",bobwhite
bodies,bodies,bodi,body,noun,"list(syn = c(""body"", ""consistence"", ""consistency"", ""dead body"", ""organic structure"", ""physical structure"", ""torso"", ""trunk""))",consistency
body,body,bodi,body,noun,"list(syn = c(""body"", ""consistence"", ""consistency"", ""dead body"", ""organic structure"", ""physical structure"", ""torso"", ""trunk""))",consistency
bog,bog,bog,bog,noun,"list(syn = c(""bog"", ""peat bog""))",bog
boil,boil,boil,boil,noun,"list(syn = c(""boil"", ""boiling point"", ""furuncle""))",boil
boils,boils,boil,boil,verb,"list(syn = c(""boil"", ""churn"", ""moil"", ""roil"", ""seethe""))",boil
bolted,bolted,bolt,bolt,verb,"list(syn = c(""abscond"", ""absquatulate"", ""beetle off"", ""bolt"", ""bolt out"", ""decamp"", ""go off"", ""gobble"", ""make off"", ""run off"", ""run out""))",bolt
bombing,bombing,bomb,bombing,noun,"list(syn = c(""bombardment"", ""bombing""))",bombing
bombs,bombs,bomb,bomb,noun,"list(syn = c(""bomb"", ""bomb calorimeter"", ""dud"", ""turkey""))",turkey
bone,bone,bone,bone,noun,"list(syn = c(""bone"", ""ivory"", ""off-white"", ""os"", ""osseous tissue"", ""pearl""))",ivory
bones,bones,bone,bone,verb,"list(syn = c(""bone"", ""bone up"", ""cram"", ""debone"", ""drum"", ""get up"", ""grind away"", ""mug up"", ""swot"", ""swot up""))",drum
bonfire,bonfire,bonfir,bonfire,noun,"list(syn = c(""balefire"", ""bonfire""))",bonfire
bonsai,bonsai,bonsai,bonsai,noun,"list(syn = ""bonsai"")",bonsai
boobs,boobs,boob,boob,verb,"list(syn = c(""blunder"", ""boob"", ""goof"", ""sin""))",sin
book,book,book,book,noun,"list(syn = c(""account book"", ""al-Qur'an"", ""Bible"", ""book"", ""Book"", ""book of account"", ""Christian Bible"", ""Good Book"", ""Holy Scripture"", ""Holy Writ"", ""Koran"", ""ledger"", ""leger"", ""playscript"", ""Quran"", ""record"", ""record book"", ""rule book"", ""script"", ""Scripture"", ""volume"", ""Word"", ""Word of God""))",script
bookmark,bookmark,bookmark,bookmark,noun,"list(syn = c(""bookmark"", ""bookmarker""))",bookmark
books,books,book,book,noun,"list(syn = c(""account book"", ""al-Qur'an"", ""Bible"", ""book"", ""Book"", ""book of account"", ""Christian Bible"", ""Good Book"", ""Holy Scripture"", ""Holy Writ"", ""Koran"", ""ledger"", ""leger"", ""playscript"", ""Quran"", ""record"", ""record book"", ""rule book"", ""script"", ""Scripture"", ""volume"", ""Word"", ""Word of God""))",script
bookshop,bookshop,bookshop,bookshop,noun,"list(syn = c(""bookshop"", ""bookstall"", ""bookstore""))",bookshop
bookstore,bookstore,bookstor,bookstore,noun,"list(syn = c(""bookshop"", ""bookstall"", ""bookstore""))",bookstore
boot,boot,boot,boot,noun,"list(syn = c(""bang"", ""boot"", ""charge"", ""flush"", ""iron boot"", ""iron heel"", ""kick"", ""kicking"", ""rush"", ""the boot"", ""thrill""))",bang
bootfalls,bootfalls,bootfal,NA,NA,list(syn = NA),NA
boots,boots,boot,boot,verb,"list(syn = c(""boot"", ""bring up"", ""reboot""))",boot
border,border,border,border,noun,"list(syn = c(""border"", ""borderline"", ""boundary line"", ""delimitation"", ""edge"", ""margin"", ""mete"", ""molding"", ""moulding"", ""perimeter""))",margin
borders,borders,border,border,noun,"list(syn = c(""border"", ""borderline"", ""boundary line"", ""delimitation"", ""edge"", ""margin"", ""mete"", ""molding"", ""moulding"", ""perimeter""))",margin
borealis,borealis,boreali,NA,NA,list(syn = NA),NA
born,born,born,bear,verb,"list(syn = c(""abide"", ""accept"", ""acquit"", ""assume"", ""bear"", ""behave"", ""birth"", ""brook"", ""carry"", ""comport"", ""conduct"", ""contain"", ""deliver"", ""deport"", ""digest"", ""endure"", ""expect"", ""gestate"", ""give birth"", ""have"", ""have a bun in the oven"", ""hold"", ""pay"", ""put up"", ""stand"", ""stick out"", ""stomach"", ""suffer"", ""support"", ""take over"", ""tolerate"", ""turn out"", ""wear"", ""yield""))",tolerate
borrowing,borrowing,borrow,borrowing,noun,"list(syn = c(""adoption"", ""borrowing""))",adoption
bosque,bosque,bosqu,NA,NA,list(syn = NA),NA
bottle,bottle,bottl,bottle,noun,"list(syn = c(""bottle"", ""bottleful"", ""feeding bottle"", ""nursing bottle""))",bottle
bottled,bottled,bottl,bottled,adjective,"list(syn = ""bottled"")",bottled
bottles,bottles,bottl,bottle,noun,"list(syn = c(""bottle"", ""bottleful"", ""feeding bottle"", ""nursing bottle""))",bottle
bottoms,bottoms,bottom,bottom,verb,"list(syn = c(""bottom"", ""fathom"", ""penetrate""))",penetrate
bouche,bouche,bouch,NA,NA,list(syn = NA),NA
boughs,boughs,bough,bough,noun,"list(syn = ""bough"")",bough
boulevard,boulevard,boulevard,boulevard,noun,"list(syn = c(""avenue"", ""boulevard""))",avenue
bounce,bounce,bounc,bounce,noun,"list(syn = c(""bounce"", ""bounciness"", ""bouncing"", ""bound"", ""leap"", ""leaping"", ""saltation"", ""spring""))",bounce
bounces,bounces,bounc,bounce,verb,"list(syn = c(""bounce"", ""bound"", ""jounce"", ""rebound"", ""recoil"", ""resile"", ""reverberate"", ""ricochet"", ""spring"", ""take a hop""))",bounce
bouncing,bouncing,bounc,bounce,verb,"list(syn = c(""bounce"", ""bound"", ""jounce"", ""rebound"", ""recoil"", ""resile"", ""reverberate"", ""ricochet"", ""spring"", ""take a hop""))",bounce
bound,bound,bound,bound,adjective,"list(syn = c(""apprenticed"", ""articled"", ""bandaged"", ""bound"", ""bound(p)"", ""destined"", ""indentured""))",bound
bounds,bounds,bound,bound,noun,"list(syn = c(""bounce"", ""bound"", ""boundary"", ""bounds"", ""edge"", ""leap"", ""leaping"", ""limit"", ""saltation"", ""spring""))",bounce
bouquet,bouquet,bouquet,bouquet,noun,"list(syn = c(""bouquet"", ""corsage"", ""fragrance"", ""fragrancy"", ""nosegay"", ""posy"", ""redolence"", ""sweetness""))",bouquet
bow,bow,bow,bow,noun,"list(syn = c(""arc"", ""bow"", ""bowing"", ""bowknot"", ""curtain call"", ""fore"", ""obeisance"", ""prow"", ""stem""))",arc
bower,bower,bower,bower,noun,"list(syn = c(""arbor"", ""arbour"", ""bower"", ""pergola""))",bower
bowl,bowl,bowl,bowl,noun,"list(syn = c(""arena"", ""bowl"", ""bowlful"", ""bowling ball"", ""pipe bowl"", ""sports stadium"", ""stadium"", ""trough""))",arena
box,box,box,box,noun,"list(syn = c(""box"", ""box seat"", ""boxful"", ""boxwood"", ""corner"", ""loge""))",corner
boxcar,boxcar,boxcar,boxcar,noun,"list(syn = ""boxcar"")",boxcar
boy,boy,boy,boy,noun,"list(syn = c(""boy"", ""male child"", ""son""))",son
boyfriend's,boyfriend,boyfriend,boyfriend,noun,"list(syn = c(""beau"", ""boyfriend"", ""fellow"", ""swain"", ""young man""))",boyfriend
boys,boys,boy,boy,noun,"list(syn = c(""boy"", ""male child"", ""son""))",son
boz,boz,boz,Boz,noun,"list(syn = ""Boz"")",Boz
bra,bra,bra,bra,noun,"list(syn = c(""bandeau"", ""bra"", ""brassiere""))",bra
bracelet,bracelet,bracelet,bracelet,noun,"list(syn = c(""bangle"", ""bracelet"", ""watch bracelet"", ""watchband"", ""watchstrap"", ""wristband""))",bracelet
brackish,brackish,brackish,brackish,adjective,"list(syn = c(""brackish"", ""briny""))",brackish
brahms,brahms,brahm,NA,NA,list(syn = NA),NA
braid,braid,braid,braid,verb,"list(syn = c(""braid"", ""lace"", ""plait"", ""pleach""))",lace
braiding,braiding,braid,braid,verb,"list(syn = c(""braid"", ""lace"", ""plait"", ""pleach""))",lace
brain,brain,brain,brain,noun,"list(syn = c(""brain"", ""brainiac"", ""brainpower"", ""Einstein"", ""encephalon"", ""genius"", ""head"", ""learning ability"", ""mastermind"", ""mental capacity"", ""mentality"", ""mind"", ""nous"", ""psyche"", ""wit""))",genius
brambles,brambles,brambl,bramble,verb,"list(syn = ""bramble"")",bramble
branch,branch,branch,branch,noun,"list(syn = c(""arm"", ""branch"", ""leg"", ""limb"", ""offset"", ""offshoot"", ""outgrowth"", ""ramification"", ""subdivision""))",offset
branches,branches,branch,branch,noun,"list(syn = c(""arm"", ""branch"", ""leg"", ""limb"", ""offset"", ""offshoot"", ""outgrowth"", ""ramification"", ""subdivision""))",offset
brand,brand,brand,brand,verb,"list(syn = c(""brand"", ""denounce"", ""mark"", ""post"", ""stigmatise"", ""stigmatize""))",denounce
brash,brash,brash,brash,adjective,"list(syn = c(""brash"", ""cheeky"", ""nervy""))",brash
braver,braver,braver,brave,adjective,"list(syn = c(""audacious"", ""brave"", ""braw"", ""courageous"", ""dauntless"", ""fearless"", ""gay"", ""intrepid"", ""unfearing""))",gay
bread,bread,bread,bread,noun,"list(syn = c(""boodle"", ""bread"", ""breadstuff"", ""cabbage"", ""clams"", ""dinero"", ""dough"", ""gelt"", ""kale"", ""lettuce"", ""lolly"", ""loot"", ""lucre"", ""moolah"", ""pelf"", ""scratch"", ""shekels"", ""simoleons"", ""staff of life"", ""sugar"", ""wampum""))",scratch
breadth,breadth,breadth,breadth,noun,"list(syn = c(""breadth"", ""comprehensiveness"", ""largeness"", ""width""))",width
break,break,break,break,noun,"list(syn = c(""breach"", ""break"", ""break of serve"", ""breakage"", ""breaking"", ""breakout"", ""disruption"", ""falling out"", ""fault"", ""faulting"", ""fracture"", ""gaolbreak"", ""gap"", ""geological fault"", ""good luck"", ""happy chance"", ""intermission"", ""interruption"", ""jailbreak"", ""open frame"", ""pause"", ""prison-breaking"", ""prisonbreak"", ""recess"", ""respite"", ""rift"", ""rupture"", ""severance"", ""shift"", ""suspension"", ""time out""))",disruption
breakers,breakers,breaker,breaker,noun,"list(syn = c(""breaker"", ""breakers"", ""circuit breaker"", ""ledgeman"", ""surf""))",breaker
breakfast,breakfast,breakfast,breakfast,noun,"list(syn = ""breakfast"")",breakfast
breaking,breaking,break,breaking,noun,"list(syn = c(""break"", ""breakage"", ""breaking""))",break
breaks,breaks,break,break,verb,"list(syn = c(""bankrupt"", ""better"", ""breach"", ""break"", ""break-dance"", ""break away"", ""break dance"", ""break down"", ""break in"", ""break off"", ""break out"", ""break up"", ""bring out"", ""bump"", ""burst"", ""bust"", ""cave in"", ""check"", ""collapse"", ""come apart"", ""conk out"", ""crack"", ""damp"", ""dampen"", ""demote"", ""develop"", ""die"", ""disclose"", ""discontinue"", ""discover"", ""divulge"", ""erupt"", ""expose"", ""fail"", ""fall apart"", ""fall in"", ""founder"", ""fracture"", ""get around"", ""get out"", ""give"", ""give away"", ""give out"", ""give way"",  ""go"", ""go against"", ""go bad"", ""impart"", ""infract"", ""intermit"", ""interrupt"", ""kick downstairs"", ""let on"", ""let out"", ""offend"", ""part"", ""pause"", ""recrudesce"", ""relegate"", ""reveal"", ""ruin"", ""separate"", ""smash"", ""snap off"", ""soften"", ""split"", ""split up"", ""stop"", ""transgress"", ""unwrap"", ""violate"", ""weaken"", ""wear"", ""wear out""))",bump
breakwater,breakwater,breakwat,breakwater,noun,"list(syn = c(""breakwater"", ""bulwark"", ""groin"", ""groyne"", ""jetty"", ""mole"", ""seawall""))",mole
breast,breast,breast,breast,noun,"list(syn = c(""boob"", ""bosom"", ""breast"", ""knocker"", ""tit"", ""titty"", ""white meat""))",breast
breath,breath,breath,breath,noun,"list(syn = c(""breath"", ""breather"", ""breathing place"", ""breathing space"", ""breathing spell"", ""breathing time"", ""hint"", ""intimation""))",hint
breathe,breathe,breath,breathe,verb,"list(syn = c(""breathe"", ""catch one's breath"", ""emit"", ""pass off"", ""respire"", ""rest"", ""suspire"", ""take a breath"", ""take a breather""))",breathe
breathing,breathing,breath,breathing,noun,"list(syn = c(""breathing"", ""external respiration"", ""respiration"", ""ventilation""))",breathing
breaths,breaths,breath,breath,noun,"list(syn = c(""breath"", ""breather"", ""breathing place"", ""breathing space"", ""breathing spell"", ""breathing time"", ""hint"", ""intimation""))",hint
breeze,breeze,breez,breeze,verb,"list(syn = ""breeze"")",breeze
breezes,breezes,breez,breeze,noun,"list(syn = c(""air"", ""breeze"", ""child's play"", ""cinch"", ""duck soup"", ""gentle wind"", ""picnic"", ""piece of cake"", ""pushover"", ""snap"", ""walkover"", ""zephyr""))",breeze
brewing,brewing,brew,brew,verb,"list(syn = ""brew"")",brew
brick,brick,brick,brick,noun,"list(syn = ""brick"")",brick
bricks,bricks,brick,brick,noun,"list(syn = ""brick"")",brick
