word,word_clean,word_stem,lemma,wclass,word_synonym ,synonym
contrail's,contrail,contrail,contrail,noun,"list(syn = c(""condensation trail"", ""contrail""))",contrail
conversation,conversation,convers,conversation,noun,"list(syn = ""conversation"")",conversation
conversations,conversations,convers,conversation,noun,"list(syn = ""conversation"")",conversation
convertible,convertible,convert,convertible,adjective,"list(syn = c(""convertible"", ""exchangeable"", ""transformable"", ""translatable"", ""transmutable""))",convertible
convoluted,convoluted,convolut,convoluted,adjective,"list(syn = c(""Byzantine"", ""convoluted"", ""involved"", ""knotty"", ""tangled"", ""tortuous""))",involved
cooing,cooing,coo,coo,verb,"list(syn = ""coo"")",coo
cookie,cookie,cooki,cookie,noun,"list(syn = c(""biscuit"", ""cookie"", ""cooky""))",biscuit
cooking,cooking,cook,cook,verb,"list(syn = c(""cook"", ""fake"", ""falsify"", ""fix"", ""fudge"", ""make"", ""manipulate"", ""misrepresent"", ""prepare"", ""ready"", ""wangle""))",make
cool,cool,cool,cool,adjective,"list(syn = c(""cool"", ""coolheaded"", ""nerveless""))",cool
cooling,cooling,cool,cool,verb,"list(syn = c(""chill"", ""cool"", ""cool down"", ""cool off""))",cool
coolness,coolness,cool,coolness,noun,"list(syn = c(""chilliness"", ""coldness"", ""coolness"", ""frigidity"", ""frigidness"", ""iciness"", ""imperturbability"", ""imperturbableness"", ""nervelessness"", ""nip""))",coolness
copper,copper,copper,copper,noun,"list(syn = c(""atomic number 29"", ""bull"", ""cop"", ""copper"", ""copper color"", ""Cu"", ""fuzz"", ""pig""))",cop
cordial,cordial,cordial,cordial,noun,"list(syn = c(""cordial"", ""liqueur""))",cordial
cords,cords,cord,cord,verb,"list(syn = ""cord"")",cord
cormorant,cormorant,cormor,cormorant,noun,"list(syn = c(""cormorant"", ""Phalacrocorax carbo""))",cormorant
cormorants,cormorants,cormor,cormorant,noun,"list(syn = c(""cormorant"", ""Phalacrocorax carbo""))",cormorant
corn,corn,corn,corn,noun,"list(syn = c(""clavus"", ""corn"", ""corn whiskey"", ""corn whisky"", ""edible corn"", ""Indian corn"", ""maize"", ""Zea mays""))",corn
corner,corner,corner,corner,noun,"list(syn = c(""box"", ""corner"", ""niche"", ""nook"", ""quoin"", ""recess"", ""recession"", ""street corner"", ""turning point""))",recession
cornfield,cornfield,cornfield,cornfield,noun,"list(syn = c(""corn field"", ""cornfield""))",cornfield
cornflowers,cornflowers,cornflow,cornflower,noun,"list(syn = c(""bachelor's button"", ""bluebottle"", ""Centaurea cyanus"", ""cornflower"", ""strawflower"", ""Uvularia grandiflora""))",cornflower
cornstalk,cornstalk,cornstalk,cornstalk,noun,"list(syn = c(""corn stalk"", ""cornstalk""))",cornstalk
cornstalks,cornstalks,cornstalk,cornstalk,noun,"list(syn = c(""corn stalk"", ""cornstalk""))",cornstalk
cosmetic,cosmetic,cosmet,cosmetic,adjective,"list(syn = c(""cosmetic"", ""decorative"", ""enhancive"", ""ornamental""))",decorative
costa,costa,costa,costa,noun,"list(syn = c(""costa"", ""rib""))",rib
cotton,cotton,cotton,cotton,noun,"list(syn = c(""cotton"", ""cotton cloth"", ""cotton fiber"", ""cotton plant"", ""cotton wool""))",cotton
cottontail,cottontail,cottontail,cottontail,noun,"list(syn = c(""cottontail"", ""cottontail rabbit"", ""wood rabbit""))",cottontail
cottonwood,cottonwood,cottonwood,cottonwood,noun,"list(syn = c(""cottonwood"", ""Tilia heterophylla"", ""white basswood""))",cottonwood
cottonwoods,cottonwoods,cottonwood,cottonwood,noun,"list(syn = c(""cottonwood"", ""Tilia heterophylla"", ""white basswood""))",cottonwood
cougar’s,cougar,cougar,cougar,noun,"list(syn = c(""catamount"", ""cougar"", ""Felis concolor"", ""mountain lion"", ""painter"", ""panther"", ""puma""))",painter
coulee,coulee,coule,coulee,noun,"list(syn = ""coulee"")",coulee
count,count,count,count,noun,"list(syn = c(""count"", ""counting"", ""enumeration"", ""numeration"", ""reckoning"", ""tally""))",count
countdown,countdown,countdown,countdown,noun,"list(syn = ""countdown"")",countdown
counter,counter,counter,counter,noun,"list(syn = c(""buffet"", ""comeback"", ""counter"", ""counterpunch"", ""heel counter"", ""parry"", ""rejoinder"", ""replication"", ""retort"", ""return"", ""riposte"", ""sideboard"", ""tabulator""))",counter
counting,counting,count,count,verb,"list(syn = c(""bet"", ""calculate"", ""consider"", ""count"", ""depend"", ""enumerate"", ""look"", ""matter"", ""number"", ""numerate"", ""reckon"", ""weigh""))",bet
country,country,countri,country,noun,"list(syn = c(""area"", ""body politic"", ""commonwealth"", ""country"", ""land"", ""nation"", ""res publica"", ""rural area"", ""state""))",commonwealth
couple,couple,coupl,couple,noun,"list(syn = c(""brace"", ""couple"", ""couplet"", ""distich"", ""duad"", ""duet"", ""duo"", ""dyad"", ""match"", ""mates"", ""pair"", ""span"", ""twain"", ""twosome"", ""yoke""))",couple
court,court,court,court,noun,"list(syn = c(""court"", ""Court"", ""courtroom"", ""courtyard"", ""homage"", ""judicature"", ""Margaret Court"", ""motor hotel"", ""motor inn"", ""motor lodge"", ""royal court"", ""tourist court"", ""tribunal""))",courtyard
courting,courting,court,court,verb,"list(syn = c(""court"", ""romance"", ""solicit"", ""woo""))",romance
courtyard,courtyard,courtyard,courtyard,noun,"list(syn = c(""court"", ""courtyard""))",courtyard
cove,cove,cove,cove,noun,"list(syn = ""cove"")",cove
cover,cover,cover,cover,verb,"list(syn = c(""address"", ""breed"", ""brood"", ""compensate"", ""comprehend"", ""continue"", ""cover"", ""cover up"", ""cross"", ""cut across"", ""cut through"", ""deal"", ""embrace"", ""encompass"", ""enshroud"", ""extend"", ""get across"", ""get over"", ""handle"", ""hatch"", ""hide"", ""incubate"", ""insure"", ""overcompensate"", ""overlay"", ""pass over"", ""plow"", ""report"", ""shroud"", ""spread over"", ""track"", ""traverse"", ""treat"", ""underwrite"", ""wrap up""))",encompass
covered,covered,cover,cover,verb,"list(syn = c(""address"", ""breed"", ""brood"", ""compensate"", ""comprehend"", ""continue"", ""cover"", ""cover up"", ""cross"", ""cut across"", ""cut through"", ""deal"", ""embrace"", ""encompass"", ""enshroud"", ""extend"", ""get across"", ""get over"", ""handle"", ""hatch"", ""hide"", ""incubate"", ""insure"", ""overcompensate"", ""overlay"", ""pass over"", ""plow"", ""report"", ""shroud"", ""spread over"", ""track"", ""traverse"", ""treat"", ""underwrite"", ""wrap up""))",encompass
cow,cow,cow,cow,noun,"list(syn = c(""cow"", ""moo-cow""))",cow
cowbell's,cowbell,cowbel,cowbell,noun,"list(syn = ""cowbell"")",cowbell
cowboy,cowboy,cowboy,cowboy,noun,"list(syn = c(""cattleman"", ""cowboy"", ""cowhand"", ""cowherd"", ""cowman"", ""cowpoke"", ""cowpuncher"", ""puncher"", ""rodeo rider""))",cowboy
cows,cows,cow,cow,verb,"list(syn = c(""cow"", ""overawe""))",cow
coyote,coyote,coyot,coyote,noun,"list(syn = c(""brush wolf"", ""Canis latrans"", ""coyote"", ""prairie wolf""))",coyote
coyotes,coyotes,coyot,coyote,noun,"list(syn = c(""brush wolf"", ""Canis latrans"", ""coyote"", ""prairie wolf""))",coyote
cozy,cozy,cozi,cozy,adjective,"list(syn = c(""cosy"", ""cozy"", ""informal"", ""intimate"", ""snug""))",intimate
crab,crab,crab,crab,noun,"list(syn = c(""Cancer"", ""Cancer the Crab"", ""crab"", ""Crab"", ""crab louse"", ""crabby person"", ""crabmeat"", ""Phthirius pubis"", ""pubic louse""))",crab
crabapple,crabapple,crabappl,NA,NA,list(syn = NA),NA
crabs,crabs,crab,crab,noun,"list(syn = c(""Cancer"", ""Cancer the Crab"", ""crab"", ""Crab"", ""crab louse"", ""crabby person"", ""crabmeat"", ""Phthirius pubis"", ""pubic louse""))",crab
crack,crack,crack,crack,verb,"list(syn = c(""break"", ""break through"", ""break up"", ""check"", ""collapse"", ""crack"", ""crack up"", ""crock up"", ""snap""))",crack
cracked,cracked,crack,cracked,adjective,"list(syn = c(""alligatored"", ""around the bend"", ""balmy"", ""barmy"", ""bats"", ""batty"", ""bonkers"", ""buggy"", ""chapped"", ""cracked"", ""crackers"", ""daft"", ""dotty"", ""fruity"", ""haywire"", ""kookie"", ""kooky"", ""loco"", ""loony"", ""loopy"", ""nuts"", ""nutty"", ""roughened"", ""round the bend"", ""wacky"", ""whacky""))",cracked
crackle,crackle,crackl,crackle,noun,"list(syn = c(""crackle"", ""crackle china"", ""crackleware"", ""crackling"", ""crepitation""))",crackle
crackling,crackling,crackl,crackling,noun,"list(syn = c(""crackle"", ""crackling"", ""crepitation"", ""greaves""))",crackling
cracks,cracks,crack,crack,noun,"list(syn = c(""chap"", ""cleft"", ""crack"", ""cracking"", ""cranny"", ""crevice"", ""fissure"", ""fling"", ""fracture"", ""gap"", ""go"", ""offer"", ""pass"", ""quip"", ""sally"", ""scissure"", ""shot"", ""snap"", ""tornado"", ""whirl"", ""wisecrack""))",fling
cradled,cradled,cradl,cradle,verb,"list(syn = ""cradle"")",cradle
cradles,cradles,cradl,cradle,noun,"list(syn = c(""birthplace"", ""cradle"", ""place of origin"", ""provenance"", ""provenience"", ""rocker""))",cradle
cradling,cradling,cradl,cradle,verb,"list(syn = ""cradle"")",cradle
crane,crane,crane,crane,noun,"list(syn = c(""crane"", ""Crane"", ""Grus"", ""Harold Hart Crane"", ""Hart Crane"", ""Stephen Crane""))",crane
cranes,cranes,crane,crane,noun,"list(syn = c(""crane"", ""Crane"", ""Grus"", ""Harold Hart Crane"", ""Hart Crane"", ""Stephen Crane""))",crane
crash,crash,crash,crash,noun,"list(syn = c(""clang"", ""clangor"", ""clangoring"", ""clangour"", ""clank"", ""clash"", ""collapse"", ""crash"", ""smash"", ""wreck""))",smash
crashing,crashing,crash,crash,verb,"list(syn = c(""barge in"", ""break apart"", ""break up"", ""crash"", ""dash"", ""doss"", ""doss down"", ""gate-crash"", ""go down"", ""ram""))",ram
crater,crater,crater,crater,noun,"list(syn = c(""crater"", ""Crater"", ""volcanic crater""))",crater
cratered,cratered,crater,crater,verb,"list(syn = ""crater"")",crater
craw,craw,craw,craw,noun,"list(syn = c(""craw"", ""crop""))",crop
crawling,crawling,crawl,crawl,verb,"list(syn = c(""cower"", ""crawl"", ""creep"", ""cringe"", ""fawn"", ""grovel""))",crawl
crawls,crawls,crawl,crawl,noun,"list(syn = c(""Australian crawl"", ""crawl"", ""crawling"", ""creep"", ""creeping"", ""front crawl""))",crawl
crayon,crayon,crayon,crayon,verb,"list(syn = ""crayon"")",crayon
creak,creak,creak,creak,verb,"list(syn = c(""creak"", ""screak"", ""screech"", ""skreak"", ""squeak""))",creak
creaking,creaking,creak,creak,verb,"list(syn = c(""creak"", ""screak"", ""screech"", ""skreak"", ""squeak""))",creak
creaks,creaks,creak,creak,noun,"list(syn = c(""creak"", ""creaking""))",creak
cream,cream,cream,cream,noun,"list(syn = c(""cream"", ""emollient"", ""ointment"", ""pick""))",cream
creating,creating,creat,create,verb,"list(syn = c(""create"", ""make"", ""produce""))",produce
creek,creek,creek,creek,noun,"list(syn = c(""brook"", ""creek"", ""Creek""))",creek
crepe,crepe,crepe,crepe,noun,"list(syn = c(""crape"", ""crepe"", ""crepe paper"", ""French pancake""))",crepe
crescendo,crescendo,crescendo,crescendo,noun,"list(syn = ""crescendo"")",crescendo
crescent,crescent,crescent,crescent,adjective,"list(syn = c(""crescent-shaped"", ""crescent(a)"", ""lunate"", ""semilunar""))",crescent
crevices,crevices,crevic,crevice,noun,"list(syn = c(""chap"", ""cleft"", ""crack"", ""cranny"", ""crevice"", ""fissure"", ""scissure""))",crack
cricket,cricket,cricket,cricket,noun,"list(syn = ""cricket"")",cricket
crickets,crickets,cricket,cricket,noun,"list(syn = ""cricket"")",cricket
cries,cries,cri,cry,verb,"list(syn = c(""blazon out"", ""call"", ""call out"", ""cry"", ""cry out"", ""exclaim"", ""holler"", ""hollo"", ""outcry"", ""scream"", ""shout"", ""shout out"", ""squall"", ""weep"", ""yell""))",scream
crimson,crimson,crimson,crimson,adjective,"list(syn = c(""blood-red"", ""carmine"", ""cerise"", ""cherry"", ""cherry-red"", ""crimson"", ""flushed"", ""red"", ""red-faced"", ""reddened"", ""reddish"", ""ruby"", ""ruby-red"", ""ruddy"", ""scarlet"", ""violent""))",red
crisp,crisp,crisp,crisp,adjective,"list(syn = c(""crisp"", ""crispy"", ""crunchy"", ""curt"", ""firm"", ""frizzly"", ""frizzy"", ""frosty"", ""kinky"", ""laconic"", ""nappy"", ""nipping"", ""nippy"", ""parky"", ""sharp"", ""snappy"", ""terse""))",firm
crispness,crispness,crisp,crispness,noun,"list(syn = c(""brittleness"", ""crispiness"", ""crispness""))",crispness
crisscrossing,crisscrossing,crisscross,crisscross,verb,"list(syn = ""crisscross"")",crisscross
croak,croak,croak,croak,noun,"list(syn = c(""croak"", ""croaking""))",croak
croaking,croaking,croak,croak,verb,"list(syn = c(""buy the farm"", ""cash in one's chips"", ""choke"", ""conk"", ""croak"", ""cronk"", ""decease"", ""die"", ""drop dead"", ""exit"", ""expire"", ""give-up the ghost"", ""gnarl"", ""go"", ""grumble"", ""kick the bucket"", ""murmur"", ""mutter"", ""pass"", ""pass away"", ""perish"", ""pop off"", ""snuff it""))",choke
crocus,crocus,crocus,crocus,adjective,"list(syn = ""crocus"")",crocus
crocuses,crocuses,crocus,crocus,noun,"list(syn = ""crocus"")",crocus
crooked,crooked,crook,crooked,adjective,"list(syn = c(""asymmetrical"", ""corrupt"", ""crooked"", ""hunched"", ""round-backed"", ""round-shouldered"", ""stooped"", ""stooping""))",crooked
crop,crop,crop,crop,noun,"list(syn = c(""craw"", ""crop"", ""harvest""))",crop
cross,cross,cross,cross,noun,"list(syn = c(""crisscross"", ""cross"", ""Cross"", ""crossbreed"", ""crossbreeding"", ""crossing"", ""crown of thorns"", ""hybrid"", ""hybridisation"", ""hybridization"", ""hybridizing"", ""interbreeding"", ""mark""))",crossing
crossdrift,crossdrift,crossdrift,NA,NA,list(syn = NA),NA
crossed,crossed,cross,cross,verb,"list(syn = c(""baffle"", ""bilk"", ""cover"", ""cross"", ""crossbreed"", ""cut across"", ""cut through"", ""foil"", ""frustrate"", ""get across"", ""get over"", ""hybridise"", ""hybridize"", ""interbreed"", ""intersect"", ""pass over"", ""queer"", ""scotch"", ""span"", ""spoil"", ""sweep"", ""thwart"", ""track"", ""traverse""))",frustrate
crosses,crosses,cross,crosse,noun,"list(syn = ""crosse"")",crosse
crossing,crossing,cross,cross,verb,"list(syn = c(""baffle"", ""bilk"", ""cover"", ""cross"", ""crossbreed"", ""cut across"", ""cut through"", ""foil"", ""frustrate"", ""get across"", ""get over"", ""hybridise"", ""hybridize"", ""interbreed"", ""intersect"", ""pass over"", ""queer"", ""scotch"", ""span"", ""spoil"", ""sweep"", ""thwart"", ""track"", ""traverse""))",frustrate
crossroad,crossroad,crossroad,crossroad,noun,"list(syn = c(""carrefour"", ""crossing"", ""crossroad"", ""crossway"", ""intersection""))",crossing
crosswalk,crosswalk,crosswalk,crosswalk,noun,"list(syn = c(""crossing"", ""crossover"", ""crosswalk""))",crossing
crossword,crossword,crossword,crossword,noun,"list(syn = c(""crossword"", ""crossword puzzle""))",crossword
crouches,crouches,crouch,crouch,noun,"list(syn = ""crouch"")",crouch
crouching,crouching,crouch,crouch,verb,"list(syn = c(""bend"", ""bow"", ""crouch"", ""hunker"", ""hunker down"", ""scrunch"", ""scrunch up"", ""squat"", ""stoop""))",crouch
crow's,crow,crow,crow,noun,"list(syn = c(""brag"", ""bragging"", ""Corvus"", ""crow"", ""Crow"", ""crowing"", ""gasconade"", ""line-shooting"", ""vaporing""))",crow
crowd,crowd,crowd,crowd,noun,"list(syn = c(""bunch"", ""crew"", ""crowd"", ""gang""))",crowd
crowded,crowded,crowd,crowd,verb,"list(syn = c(""crowd"", ""crowd together"", ""herd"", ""push""))",herd
crowds,crowds,crowd,crowd,noun,"list(syn = c(""bunch"", ""crew"", ""crowd"", ""gang""))",crowd
crowns,crowns,crown,crown,noun,"list(syn = c(""capitulum"", ""crest"", ""crown"", ""Crown"", ""diadem"", ""pate"", ""peak"", ""pennant"", ""poll"", ""summit"", ""tip"", ""top"", ""treetop""))",top
crows,crows,crow,crow,verb,"list(syn = c(""crow"", ""gloat"", ""triumph""))",triumph
cruel,cruel,cruel,cruel,adjective,"list(syn = c(""barbarous"", ""brutal"", ""cruel"", ""fell"", ""roughshod"", ""savage"", ""vicious""))",vicious
crumbling,crumbling,crumbl,crumble,verb,"list(syn = c(""break down"", ""collapse"", ""crumble"", ""crumple"", ""decay"", ""delapidate"", ""fall apart"", ""tumble""))",decay
crumbs,crumbs,crumb,crumb,noun,"list(syn = c(""bum"", ""crumb"", ""dirty dog"", ""git"", ""lowlife"", ""puke"", ""rat"", ""rotter"", ""scum bag"", ""skunk"", ""so-and-so"", ""stinker"", ""stinkpot""))",rat
crumpled,crumpled,crumpl,crumple,verb,"list(syn = c(""break down"", ""buckle"", ""cockle"", ""collapse"", ""crease"", ""crinkle"", ""crumble"", ""crumple"", ""knit"", ""pucker"", ""rumple"", ""tumble"", ""wrinkle""))",tumble
crunch,crunch,crunch,crunch,noun,"list(syn = c(""compaction"", ""crunch"", ""crush""))",crush
crush,crush,crush,crush,noun,"list(syn = c(""calf love"", ""compaction"", ""crunch"", ""crush"", ""crushed leather"", ""infatuation"", ""jam"", ""press"", ""puppy love""))",jam
crushed,crushed,crush,crush,verb,"list(syn = c(""beat"", ""beat out"", ""break down"", ""crush"", ""demolish"", ""jam"", ""mash"", ""oppress"", ""shell"", ""smash"", ""squash"", ""squeeze"", ""squelch"", ""suppress"", ""trounce"", ""vanquish""))",jam
crushing,crushing,crush,crush,verb,"list(syn = c(""beat"", ""beat out"", ""break down"", ""crush"", ""demolish"", ""jam"", ""mash"", ""oppress"", ""shell"", ""smash"", ""squash"", ""squeeze"", ""squelch"", ""suppress"", ""trounce"", ""vanquish""))",jam
crusted,crusted,crust,crust,verb,"list(syn = ""crust"")",crust
crusty,crusty,crusti,crusty,adjective,"list(syn = c(""crusted"", ""crustlike"", ""crusty"", ""curmudgeonly"", ""encrusted"", ""gruff"", ""ill-humored"", ""ill-humoured""))",crusty
crutches,crutches,crutch,crutch,noun,"list(syn = ""crutch"")",crutch
cry,cry,cri,cry,verb,"list(syn = c(""blazon out"", ""call"", ""call out"", ""cry"", ""cry out"", ""exclaim"", ""holler"", ""hollo"", ""outcry"", ""scream"", ""shout"", ""shout out"", ""squall"", ""weep"", ""yell""))",scream
cryllic,cryllic,cryllic,NA,NA,list(syn = NA),NA
crystal,crystal,crystal,crystal,noun,"list(syn = c(""crystal"", ""crystallization"", ""lechatelierite"", ""quartz"", ""quartz glass"", ""vitreous silica"", ""watch crystal"", ""watch glass""))",crystal
crystals,crystals,crystal,crystal,noun,"list(syn = c(""crystal"", ""crystallization"", ""lechatelierite"", ""quartz"", ""quartz glass"", ""vitreous silica"", ""watch crystal"", ""watch glass""))",crystal
cubes,cubes,cube,cube,verb,"list(syn = c(""cube"", ""dice""))",cube
cubicle,cubicle,cubicl,cubicle,noun,"list(syn = c(""booth"", ""carrel"", ""carrell"", ""cell"", ""cubicle"", ""kiosk"", ""stall""))",stall
cuckoo,cuckoo,cuckoo,cuckoo,noun,"list(syn = c(""bozo"", ""cuckoo"", ""fathead"", ""goof"", ""goofball"", ""goose"", ""jackass"", ""twat"", ""zany""))",cuckoo
cucumber,cucumber,cucumb,cucumber,noun,"list(syn = c(""cucumber"", ""cucumber vine"", ""Cucumis sativus"", ""cuke""))",cucumber
cuffs,cuffs,cuff,cuff,verb,"list(syn = c(""cuff"", ""handcuff"", ""manacle"", ""whomp""))",cuff
cumulonimbus,cumulonimbus,cumulonimbus,cumulonimbus,noun,"list(syn = c(""cumulonimbus"", ""cumulonimbus cloud"", ""thundercloud""))",cumulonimbus
cumulus,cumulus,cumulus,cumulus,noun,"list(syn = c(""agglomerate"", ""cumulation"", ""cumulus"", ""cumulus cloud"", ""heap"", ""mound"", ""pile""))",pile
cup,cup,cup,cup,noun,"list(syn = c(""cup"", ""cupful"", ""loving cup""))",cup
cupped,cupped,cup,cupped,adjective,"list(syn = ""cupped"")",cupped
curfew,curfew,curfew,curfew,noun,"list(syn = ""curfew"")",curfew
curl,curl,curl,curl,noun,"list(syn = c(""coil"", ""curl"", ""Curl"", ""curlicue"", ""gyre"", ""lock"", ""ringlet"", ""Robert Curl"", ""Robert F. Curl"", ""Robert Floyd Curl Jr."", ""roll"", ""scroll"", ""whorl""))",curl
curled,curled,curl,curl,verb,"list(syn = c(""coil"", ""curl"", ""curl up"", ""curve"", ""draw in"", ""kink"", ""loop"", ""wave""))",curl
curling,curling,curl,curl,verb,"list(syn = c(""coil"", ""curl"", ""curl up"", ""curve"", ""draw in"", ""kink"", ""loop"", ""wave""))",curl
curls,curls,curl,curl,noun,"list(syn = c(""coil"", ""curl"", ""Curl"", ""curlicue"", ""gyre"", ""lock"", ""ringlet"", ""Robert Curl"", ""Robert F. Curl"", ""Robert Floyd Curl Jr."", ""roll"", ""scroll"", ""whorl""))",curl
current,current,current,current,adjective,"list(syn = ""current"")",current
curry,curry,curri,curry,noun,"list(syn = ""curry"")",curry
cursory,cursory,cursori,cursory,adjective,"list(syn = c(""casual"", ""cursory"", ""passing(a)"", ""perfunctory""))",casual
curtain,curtain,curtain,curtain,noun,"list(syn = c(""curtain"", ""drape"", ""drapery"", ""mantle"", ""pall""))",curtain
curtains,curtains,curtain,curtain,noun,"list(syn = c(""curtain"", ""drape"", ""drapery"", ""mantle"", ""pall""))",curtain
curve,curve,curv,curve,noun,"list(syn = c(""bend"", ""bender"", ""breaking ball"", ""curvature"", ""curve"", ""curve ball"", ""curved shape""))",bend
curves,curves,curv,curve,verb,"list(syn = c(""arc"", ""arch"", ""crook"", ""curl"", ""curve"", ""cut"", ""kink"", ""sheer"", ""slew"", ""slue"", ""swerve"", ""trend"", ""twist"", ""veer"", ""wind""))",curl
cushions,cushions,cushion,cushion,noun,"list(syn = c(""cushion"", ""shock"", ""shock absorber""))",cushion
customs,customs,custom,custom,noun,"list(syn = c(""custom"", ""customs"", ""customs duty"", ""impost"", ""tradition"", ""usage"", ""usance""))",usage
cut,cut,cut,cut,verb,"list(syn = c(""abbreviate"", ""abridge"", ""bring down"", ""burn"", ""contract"", ""curve"", ""cut"", ""cut back"", ""cut down"", ""cut off"", ""dilute"", ""disregard"", ""edit"", ""edit out"", ""foreshorten"", ""geld"", ""hack"", ""ignore"", ""issue"", ""make out"", ""prune"", ""rationalise"", ""rationalize"", ""reduce"", ""sheer"", ""shorten"", ""skip"", ""slew"", ""slue"", ""snub"", ""swerve"", ""switch off"", ""tailor"", ""thin"", ""thin out"", ""trend"", ""trim"", ""trim back"", ""trim down"", ""turn off"", ""turn out"", ""veer"", ""write out""))",burn
cuts,cuts,cut,cut,noun,"list(syn = c(""baseball swing"", ""cold shoulder"", ""cut"", ""cut of meat"", ""cutting"", ""cutting off"", ""deletion"", ""excision"", ""gash"", ""slash"", ""slice"", ""snub"", ""stinger"", ""swing"", ""track"", ""undercut""))",cutting
cutting,cutting,cut,cut,verb,"list(syn = c(""abbreviate"", ""abridge"", ""bring down"", ""burn"", ""contract"", ""curve"", ""cut"", ""cut back"", ""cut down"", ""cut off"", ""dilute"", ""disregard"", ""edit"", ""edit out"", ""foreshorten"", ""geld"", ""hack"", ""ignore"", ""issue"", ""make out"", ""prune"", ""rationalise"", ""rationalize"", ""reduce"", ""sheer"", ""shorten"", ""skip"", ""slew"", ""slue"", ""snub"", ""swerve"", ""switch off"", ""tailor"", ""thin"", ""thin out"", ""trend"", ""trim"", ""trim back"", ""trim down"", ""turn off"", ""turn out"", ""veer"", ""write out""))",burn
cyan,cyan,cyan,cyan,adjective,"list(syn = c(""blue-green"", ""bluish green"", ""cyan"", ""teal""))",cyan
cyclamen,cyclamen,cyclamen,cyclamen,adjective,"list(syn = ""cyclamen"")",cyclamen
cygnets,cygnets,cygnet,cygnet,noun,"list(syn = ""cygnet"")",cygnet
dachshund,dachshund,dachshund,dachshund,noun,"list(syn = c(""badger dog"", ""dachshund"", ""dachsie""))",dachshund
dad,dad,dad,dad,noun,"list(syn = c(""dad"", ""dada"", ""daddy"", ""pa"", ""papa"", ""pappa"", ""pop""))",pop
daffodil,daffodil,daffodil,daffodil,adjective,"list(syn = ""daffodil"")",daffodil
daffodils,daffodils,daffodil,daffodil,noun,"list(syn = c(""daffodil"", ""Narcissus pseudonarcissus""))",daffodil
daily,daily,daili,daily,adjective,"list(syn = c(""daily"", ""day-after-day"", ""day-to-day"", ""every day""))",daily
dairy,dairy,dairi,dairy,noun,"list(syn = c(""dairy"", ""dairy farm""))",dairy
daisies,daisies,daisi,daisy,noun,"list(syn = ""daisy"")",daisy
daisy,daisy,daisi,daisy,noun,"list(syn = ""daisy"")",daisy
dali,dali,dali,NA,NA,list(syn = NA),NA
damp,damp,damp,damp,noun,"list(syn = c(""damp"", ""dampness"", ""moistness""))",damp
dampened,dampened,dampen,dampen,verb,"list(syn = c(""break"", ""damp"", ""dampen"", ""deaden"", ""dull"", ""moisten"", ""muffle"", ""mute"", ""soften"", ""stifle"", ""tone down"", ""wash"", ""weaken""))",wash
damselfly,damselfly,damselfli,damselfly,noun,"list(syn = ""damselfly"")",damselfly
dance,dance,danc,dance,noun,"list(syn = c(""dance"", ""dancing"", ""saltation"", ""terpsichore""))",dancing
dancer,dancer,dancer,dancer,noun,"list(syn = c(""dancer"", ""professional dancer"", ""social dancer"", ""terpsichorean""))",dancer
dances,dances,danc,dance,noun,"list(syn = c(""dance"", ""dancing"", ""saltation"", ""terpsichore""))",dancing
dancing,dancing,danc,dance,verb,"list(syn = c(""dance"", ""trip the light fantastic"", ""trip the light fantastic toe""))",dance
dandelion,dandelion,dandelion,dandelion,noun,"list(syn = c(""blowball"", ""dandelion""))",dandelion
dandelions,dandelions,dandelion,dandelion,noun,"list(syn = c(""blowball"", ""dandelion""))",dandelion
dangerously,dangerously,danger,dangerously,adverb,"list(syn = c(""dangerously"", ""hazardously"", ""perilously""))",dangerously
dappled,dappled,dappl,dapple,verb,"list(syn = c(""cloud"", ""dapple"", ""mottle""))",cloud
dapples,dapples,dappl,dapple,noun,"list(syn = c(""dapple"", ""fleck"", ""maculation"", ""patch"", ""speckle"", ""spot""))",patch
dare,dare,dare,dare,verb,"list(syn = c(""dare"", ""defy"", ""make bold"", ""presume""))",defy
dark,dark,dark,dark,adjective,"list(syn = c(""benighted"", ""black"", ""blue"", ""colored"", ""coloured"", ""dark"", ""dark-skinned"", ""depressing"", ""dingy"", ""disconsolate"", ""dismal"", ""dispiriting"", ""dour"", ""drab"", ""drear"", ""dreary"", ""gloomy"", ""glowering"", ""glum"", ""grim"", ""moody"", ""morose"", ""non-white"", ""obscure"", ""saturnine"", ""sinister"", ""sorry"", ""sour"", ""sullen""))",obscure
darken,darken,darken,darken,verb,"list(syn = c(""darken"", ""dim""))",darken
darkens,darkens,darken,darken,verb,"list(syn = c(""darken"", ""dim""))",darken
darker,darker,darker,dark,adjective,"list(syn = c(""benighted"", ""black"", ""blue"", ""colored"", ""coloured"", ""dark"", ""dark-skinned"", ""depressing"", ""dingy"", ""disconsolate"", ""dismal"", ""dispiriting"", ""dour"", ""drab"", ""drear"", ""dreary"", ""gloomy"", ""glowering"", ""glum"", ""grim"", ""moody"", ""morose"", ""non-white"", ""obscure"", ""saturnine"", ""sinister"", ""sorry"", ""sour"", ""sullen""))",obscure
darkly,darkly,dark,darkly,adverb,"list(syn = c(""darkly"", ""in darkness""))",darkly
darkness,darkness,dark,darkness,noun,"list(syn = c(""dark"", ""darkness"", ""duskiness"", ""iniquity"", ""shadow"", ""swarthiness"", ""wickedness""))",darkness
